Ruc,Empresa,Establecimiento,Giro,Resolución,Código Sala,Vigencia,Máq.,Memoria,Mesas,Dirección,Distrito,Provincia,Departamento
20530811183,ALPAMAYO INVERSIONES S.A.C.,HUANCAYO,,1383,120695026,22/07/2026,376,707,--,Av. GIRALDEZ No. 221 - 221,HUANCAYO,HUANCAYO,JUNÍN
20513838345,WINNER GAME S.A.C.,QUEEN'S,,003834,120697001,9/05/2027,132,811,--,Jr. LEONCIO PRADO No. 875,MAGDALENA DEL MAR,LIMA,LIMA
20530926673,LAS VEGAS DE HUARI S.A.C.,BOCANEGRA,,003169-2023,120709001,12/10/2027,94,319,--,Av. BOCA NEGRA Mz. Ñ Lt. 24,CALLAO,PROV. CONST. DEL CALLAO,CALLAO
20486276763,BEST BUSINESS S.A.C.,KEOP'S,,1387,120714001,14/04/2027,61,127,--,Av. ANDRES AVELINO CACERES No. 434,SANTA ROSA DE SACCO,YAULI,JUNÍN
20486276763,BEST BUSINESS S.A.C.,TESORO DE SIPAN,,644,120714002,10/10/2027,41,103,--,Calle DARIO LEON No. 257,LA OROYA,YAULI,JUNÍN
20510550553,EPIC ENTERTAINMENT PERU S.A.C.,JIRON DE LA UNION,,001142,120726001,20/12/2026,95,457,--,Jr. DE LA UNION No. 846,LIMA,LIMA,LIMA
20510550553,EPIC ENTERTAINMENT PERU S.A.C.,SAN LUIS,,4321 - 2026,120726003,16/06/2030,89,450,--,Av. SAN LUIS No. 2007,SAN BORJA,LIMA,LIMA
20486353342,JUEGO Y AVENTURA REAL S.A.C.,PALACIO REAL MOCHE,,3596 - 2025,120741001,3/06/2029,153,353,--,Av. VELASCO ASTETE No. 2025,SANTIAGO DE SURCO,LIMA,LIMA
20510522266,J.B.H.R S.A.C.,4 ASES,,002044,120746001,--,90,177,--,Av. TORIBIO LUZURIAGA No. 624,HUARAZ,HUARAZ,ÁNCASH
20510522266,J.B.H.R S.A.C.,4 ASES - CAÑETE,,001316,120746002,--,143,310,--,Jr. FRANCISCO BOLOGNESI No. 131,SAN VICENTE DE CAÑETE,CAÑETE,LIMA
20498972943,ELECTROTEC GAMING & SERVICE S.A.C.,VILLA SLOT,,3642,120749001,24/08/2027,65,104,--,Av. VILLA MARIA No. 572 - 576,VILLA MARÍA DEL TRIUNFO,LIMA,LIMA
20486353181,INVERSIONES ANDEAN DEL CENTRO S.A.C.,WIN´S,,002024-2023,120756001,20/05/2027,82,253,--,Av. MEXICO No. 630 - 642,LA VICTORIA,LIMA,LIMA
20486353181,INVERSIONES ANDEAN DEL CENTRO S.A.C.,WIN HOUSE,,003236,120756004,24/10/2026,63,177,--,Jr. ALMIRANTE GUISSE No. 1500,LINCE,LIMA,LIMA
20527361291,SALON DE JUEGOS IMPERIAL SUR S.A.C.,SALON DE JUEGOS IMPERIAL SUR - DESAGUADERO,,762,120763001,22/05/2027,27,61,--,Av. PANAMERICANA No. 369,DESAGUADERO,CHUCUITO,PUNO
20452702381,MAMANENA GROUP S.A.C,PLAYTRONICS,,000470 - 2020,120772001,--,133,247,--,Av. MUNICIPALIDAD No. 228,ICA,ICA,ICA
20510359764,JUEGOS BORGOÑO S.A.C.,LA CABAÑA DE ORO,,5027 - 2025,120780001,18/07/2029,63,461,--,Otro MZ. C LT. 1 Mz. MZ. C LT. 1,LURIN,LIMA,LIMA
20510359764,JUEGOS BORGOÑO S.A.C.,TROPICAL,,4336 - 2025,120780002,17/06/2029,298,1892,--,Otro Mz. D Lt. 3 - 7,LURIN,LIMA,LIMA
20513160373,INVERSIONES TAURINAS NUEVO MUNDO S.A.C.,REAL TRAGAMONEDAS 777,,7718 - 2025,120784001,16/10/2029,123,509,--,Av. SAN JUAN No. 1055 - 1057,SAN JUAN DE MIRAFLORES,LIMA,LIMA
20513160373,INVERSIONES TAURINAS NUEVO MUNDO S.A.C.,REAL TRAGAMONEDAS 777,,514 - 2026,120784002,4/02/2030,164,613,--,Av. SAN JUAN No. 1092 - 1094,SAN JUAN DE MIRAFLORES,LIMA,LIMA
20513160373,INVERSIONES TAURINAS NUEVO MUNDO S.A.C.,BELLA LUNA 777,,8864 - 2025,120784005,20/11/2029,241,764,--,Av. ANGAMOS No. 858 - 864,SURQUILLO,LIMA,LIMA
20515207776,WORLD GAMES,FIORI 777,,443,120787001,19/07/2027,30,64,--,MIGUEL ANGEL MZ Z Lt. 9,SAN MARTÍN DE PORRES,LIMA,LIMA
20509347051,INVERSIONES MINIMAX S.A.C.,EL PACIFICO,,005699,120791001,30/12/2027,49,142,--,Av. MIGUEL GRAU No. 274 - 276,VIRU,VIRÚ,LA LIBERTAD
20486133733,INVERSIONES GESTIONES Y SERVICIOS J & B S.C.R.L.,PARADISE,,003819,120792003,30/11/2026,79,165,--,Jr. PUNO No. 554,HUANCAYO,HUANCAYO,JUNÍN
20454109512,INVERSIONES NORTE SUR S.A.C.,GRAN AVELINO,,4647,120796001,24/10/2027,73,153,--,Otro VISTA HERMOZA No. G-04,JOSÉ LUIS BUSTAMANTE Y RIVERO,AREQUIPA,AREQUIPA
20454109512,INVERSIONES NORTE SUR S.A.C.,MONTECARLO,,3103,120796002,18/07/2027,229,620,--,Av. TENIENTE FERRE No. 206,MIRAFLORES,AREQUIPA,AREQUIPA
20513537221,COOL GAMES S.A.C.,GRAN VIA,,602,120797001,10/09/2027,91,262,--,Av. GRAU No. 123 - 127 - 129 y Av. PASEO DE LA REPUBLICA No. 293,LIMA,LIMA,LIMA
20454456581,EL PARAISO DE LA SUERTE S.A.C.,EL PARAISO DE LA SUERTE,,1944 - 2026,120798001,24/03/2030,50,115,--,Av. VIDAURRAZAGA TIENDA 11-A No. S/N,JOSÉ LUIS BUSTAMANTE Y RIVERO,AREQUIPA,AREQUIPA
20510171706,INVERSIONES Y SERVICIOS EL BASHA S.A.C.,SALON DE JUEGOS BLACK JACK,,3197,120806001,21/10/2026,40,96,--,Av. BAUZATE Y MEZA No. 1489,LA VICTORIA,LIMA,LIMA
20512946292,NOVELLUS S.A.C.,GOLDEN BAY,,437,120812004,8/09/2027,68,334,--,Jr. LEONCIO PRADO No. 845,MAGDALENA DEL MAR,LIMA,LIMA
20512231790,COMPAÑIA DE NEGOCIOS & JUEGOS S.A.C.,SALA DE JUEGOS UCAYALI,,002792,120814001,14/02/2027,74,172,--,Jr. UCAYALI No. 844,CALLERIA,CORONEL PORTILLO,UCAYALI
20510632444,INVERSIONES MARGIAN S.A.C.,EKEKO,,004032 - 2019,120819001,--,60,205,--,Jr. PABLO PATRON No. 350,LA VICTORIA,LIMA,LIMA
20447700086,SOLIN DORADO S.A.C.,TRAGAMONEDAS ANTHONY,,001315,120822002,10/04/2027,99,205,--,Av. UNION MZA. U Lt. 2 - 2A,MAJES,CAYLLOMA,AREQUIPA
20397684700,INVERSIONES COSTA NORTE S.C.R.L.,FARAON DE JULIACA,,005166,120825001,30/11/2027,56,166,--,SAN ROMÁN No. 248,JULIACA,SAN ROMÁN,PUNO
20486311852,PERLA DE LOS ANDES S.C.R.L.,PERLA DE LOS ANDES,,000025 - 2019,120832001,--,56,168,--,Jr. HUANCAVELICA No. 337,TARMA,TARMA,JUNÍN
20513433795,INVERSIONES STARGAMES S.A.C.,BINGO TRAGAMONEDAS MAGDALENA,,002639-2023,120836001,14/07/2027,172,451,--,Jr. BOLOGNESI No. 499 y Jr. LEONCIO PRADO No. 690,MAGDALENA DEL MAR,LIMA,LIMA
20513433795,INVERSIONES STARGAMES S.A.C.,BINGO TRAGAMONEDAS RIMAC,,001741-2023,120836002,19/10/2027,157,412,--,Jr. TRUJILLO No. 315,RÍMAC,LIMA,LIMA
20511841811,CINAKELL GAMING INTERNATIONAL S.A.C.,TRAGAMONEDAS CINAKELL,,3181,120838001,26/07/2027,99,466,--,Calle MARISCAL ORBEGOSO No. 280,BREÑA,LIMA,LIMA
20512503544,INVERSIONES MONO BLANCO S.A.C.,MONO BLANCO,,744,120850001,27/09/2026,95,197,--,Av. JUAN LECAROS No. 110 - 120,PUENTE PIEDRA,LIMA,LIMA
20284645414,B Y R S.R.L.,TRAGAMONEDAS CHANCAY,,002620-2023,120856001,22/06/2027,27,163,--,Calle LOPEZ DE ZUÑIGA No. 298,CHANCAY,HUARAL,LIMA
20515508628,CUATRO TREBOLES S.A.C.,CUATRO TREBOLES,,000177,120857001,12/07/2027,78,226,--,Jr. BERNARDINO ROMERO No. 996-B,SAN JUAN DE MIRAFLORES,LIMA,LIMA
20511208255,FOODTUR S.A.C.,KARIBE,,1878,120859001,--,135,276,--,Av. JUAN LECAROS No. 179,PUENTE PIEDRA,LIMA,LIMA
20513020792,NEWPORT CAPITAL S.A.C.,MAGIC CITY,,6149 - 2025,120868002,1/09/2029,191,376,--,Av. LA MARINA No. 2027 - 2031,SAN MIGUEL,LIMA,LIMA
20513020792,NEWPORT CAPITAL S.A.C.,COPACABANA,,6216 - 2025,120868003,3/09/2029,190,409,--,Av. AV. BRASIL No. 1601 - 1609 y Av. HUSARES DE JUNIN No. 102 - 108 - 136 - 138D,JESÚS MARÍA,LIMA,LIMA
20513020792,NEWPORT CAPITAL S.A.C.,TROPICANA,,3365 - 2026,120868004,13/05/2030,299,587,--,Av. LOS HEROES No. 505 - 507 y Av. LOS HEROES No. 501 y Av. SAN JUAN No. 1204 - 1206,SAN JUAN DE MIRAFLORES,LIMA,LIMA
20513020792,NEWPORT CAPITAL S.A.C.,SILVER MOON,,5034 - 2025,120868005,16/07/2029,267,573,--,Av. LA MARINA No. 2400,SAN MIGUEL,LIMA,LIMA
20481357901,CASINOS AMERICA S.A.C.,THE CUPID,,002221-2024,120871001,3/05/2028,69,129,--,Jr. JOSE BALTA No. 878,HUAMACHUCO,SÁNCHEZ CARRIÓN,LA LIBERTAD
20513307811,RECREATIVOS POLA S.A.C.,SUPER GAMES,,002262-2023,120874001,27/06/2027,106,259,--,Jr. CESAR VALLEJO No. 368 - 372,SANTA ANITA,LIMA,LIMA
20455554021,IBIZA ENTRETENIMIENTOS S.A.C.,SALON DE JUEGOS EL DORADO,,000995,121312001,21/04/2027,60,120,--,Av. MUNICIPAL MZ. H Lt. 1-A,MAJES,CAYLLOMA,AREQUIPA
20601751896,RECREATIVOS SAN NICOLAS S.A.C.,SALON BLANCO,REST. 5TT,5422,122113001,14/12/2027,72,266,--,Malecón SAN MARTIN No. 178,PUCUSANA,LIMA,LIMA
20611857803,AMARONE S.A.C.,METROPOLIS,,6893 - 2024,122632001,8/11/2029,78,212,--,Av. LOS HEROES No. 550,SAN JUAN DE MIRAFLORES,LIMA,LIMA
20388082144,LOS ALAMOS MACHINES INVESTMENTS S.A.,MAGIA,REST. 5TT,7979 - 2024,130276008,5/03/2029,64,118,--,Av. CABO ALBERTO REYES 101 MZ. Ñ Lt. 16,HUARMEY,HUARMEY,ÁNCASH
20447700329,RECREATIVOS E INVERSIONES STEFANO S.A.C.,EL PARAISO 777,REST. 5TT,4035 - 2024,130722004,16/07/2029,91,162,--,Av. 28 DE JULIO No. 359,HUACHO,HUAURA,LIMA
20515394789,BELL SLOTS S.A.C.,IMPERIAL,HOTEL ***,3645,130747001,22/11/2026,65,169,--,Av. PEDRO RUIZ No. 1038,CHICLAYO,CHICLAYO,LAMBAYEQUE
20510359764,JUEGOS BORGOÑO S.A.C.,CARNAVAL LURIN,REST. 5TT,3189 - 2026,130780003,6/05/2030,120,511,--,Av. Victor Raul Haya De La Torre Mz. A Lote 4-B Lt. 4-B,LURIN,LIMA,LIMA
20510171706,INVERSIONES Y SERVICIOS EL BASHA S.A.C.,DORA 2,HOTEL ****,2902 - 2025,130806003,28/04/2029,70,188,--,Calle BELEN No. 494-2,CUSCO,CUSCO,CUSCO
20513307811,RECREATIVOS POLA S.A.C.,CERES SLOT,,2326 - 2025,130874002,15/05/2029,80,149,--,Av. NICOLAS AYLLON MZ. D LOTE 11 Mz. D,ATE,LIMA,LIMA
20491975513,ISA PERU GROUP S.A.C.,TRAGAMONEDAS VENEZIA,REST. 5TT,5196,131145002,30/11/2028,62,124,--,Av. LA PLAYA MZ. R5 Lt. 21,VENTANILLA,PROV. CONST. DEL CALLAO,CALLAO
20491975513,ISA PERU GROUP S.A.C.,TRAGAMONEDAS ROYAL,REST. 5TT,4769,131145003,3/11/2028,32,68,--,Av. ANTUNEZ DE MAYOLO (BOCANEGRA) MZ. F Lt. 4 Lt. 4,SAN MARTÍN DE PORRES,LIMA,LIMA
20493085663,PLANET GAME S.A.C.,WINGS,REST. 5TT,4169,131150003,1/09/2028,93,282,--,Av. ELMER FAUCETT No. 394 - 396,SAN MIGUEL,LIMA,LIMA
20493085663,PLANET GAME S.A.C.,IMPERIO HUARAL I,REST. 5TT,2495 - 2026,131150005,15/04/2031,147,641,--,Calle DERECHA No. 620,HUARAL,HUARAL,LIMA
20557198459,ARISTRONIC SLOT S.A.C.,SUPER HALL,REST. 5TT,7292 - 2025,131273004,9/10/2029,86,171,--,Jr. TARAPACA No. 250 - 256 - 258,CALLERIA,CORONEL PORTILLO,UCAYALI
20454767404,COORPORACION LA FORTALEZA S.A.C.,EL DORADO,HOTEL ***,001568,131306001,23/09/2026,117,319,--,Av. LIMA No. 268 y Jr. SAMUEL PASTOR No. 114,CAMANÁ,CAMANÁ,AREQUIPA
20529464178,RUBI GAMING S.A.C.,PALACIO ROYAL PIURA,HOTEL ****,5307,131527017,6/12/2027,112,237,--,Av. LIBERTAD ESQ. JR. AYACUCHO No. 246,PIURA,PIURA,PIURA
20529464178,RUBI GAMING S.A.C.,LA PERLA DEL CHIRA,REST. 5TT,5137,131527024,28/11/2027,90,218,--,Calle SUCRE No. 408,SULLANA,SULLANA,PIURA
20529464178,RUBI GAMING S.A.C.,MEMPHIS,HOTEL ****,4186 - 2024,131527026,22/07/2028,136,484,--,Av. BALTA No. 399,CHICLAYO,CHICLAYO,LAMBAYEQUE
20548462828,ALSHIR GAMING S.A.C.,GOLDEN CITY,HOTEL ***,3193,131655001,25/07/2027,105,293,--,HUANUCO No. 542,HUANUCO,HUÁNUCO,HUÁNUCO
20551278671,LUCKY SLOT S.A.C.,VILLA SOL,,4804 - 2024,131682001,20/08/2029,41,114,--,Av. CENTRAL MZ. 69 Lt. 11,LOS OLIVOS,LIMA,LIMA
20267973653,TRANSYTOUR S.R.L.,TRAGAMONEDAS CASSINO 777,REST. 5TT,005048,131741002,22/11/2027,66,102,--,Av. LUIS ORMEÑO No. 515,CASMA,CASMA,ÁNCASH
20600946031,SIR PLAY S.A.C.,SLOT LOS DELFINES,HOTEL *****,002987-2023,132034001,12/07/2027,210,2064,--,Calle LOS EUCALIPTOS No. 555,SAN ISIDRO,LIMA,LIMA
20601209587,ZAFIRO 5 S.A.C.,MONTECARLO,REST. 5TT,001985,132055001,14/11/2026,223,407,--,Jr. NAPO No. 140 - 150 - 156,IQUITOS,MAYNAS,LORETO
20547942745,REPRESENTACIONES SAN CRISTOBAL S.A.C.,EL ALAMO II,REST. 5TT,3040,132085001,19/05/2027,81,174,--,Jr. JOSÉ GÁLVEZ No. 365,BARRANCA,BARRANCA,LIMA
20602130399,SALA DE JUEGOS REYNA S.A.C.,REYNA,HOTEL ***,003504,132151001,22/09/2027,82,95,--,Jr. PALCA No. 255,CHANCHAMAYO,CHANCHAMAYO,JUNÍN
20602227414,SMART GAMING TECHNOLOGY S.A.C.,34 SLOT,REST. 5TT,8540 - 2025,132152002,10/11/2029,40,153,--,Av. PERU No. 3411 - 3413,SAN MARTÍN DE PORRES,LIMA,LIMA
20602347312,CORPORACION LSV S.A.C.,ESPAÑA,HOTEL ****,001765-2024,132167001,12/04/2028,78,132,--,Jr. PEDRO GOMEZ No. 741,TOCACHE,TOCACHE,SAN MARTÍN
20603810644,ESMERALDA GAMING S.A.C.,MASARIS TARAPOTO,REST. 5TT,2286 - 2024,132280002,6/05/2028,132,328,--,Jr. JIMENEZ PIMENTEL No. 352 - 360,TARAPOTO,SAN MARTÍN,SAN MARTÍN
20603810644,ESMERALDA GAMING S.A.C.,MACAO PUCALLPA,HOTEL *****,26 - 2025,132280005,6/01/2029,98,221,--,Av. SAN MARTIN 200-B No. 200-B y Jr. HUASCAR No. 481 - 485,CALLERIA,CORONEL PORTILLO,UCAYALI
20604360871,JUPITER ANALYTICS INC S.A.C.,SALON PALMERAS SLOT,REST. 5TT,131 - 2026,132302001,16/01/2030,138,275,--,Calle RAMÓN MUJICA 132 (ANTES MZ. E LT. 1) No. 132,PIURA,PIURA,PIURA
20605617876,INVERSIONES MADIMA SAC,EL RONDERITO,,000783,132376002,--,76,163,--,Jr. TARAPACA No. 983 - 985 - 987,CAJAMARCA,CAJAMARCA,CAJAMARCA
20606047526,TRICARD S.A.C.,CARIBBEAN POKER,HOTEL ***,3146,132398001,21/07/2028,8,2,--,IQUITOS PRIMER PISO No. 425,BELLAVISTA,BELLAVISTA,SAN MARTÍN
20606047526,TRICARD S.A.C.,CHOY WA,HOTEL ***,411 - 2025,132398002,21/01/2030,32,90,--,Jr. IQUITOS No. 235 - 261,BELLAVISTA,BELLAVISTA,SAN MARTÍN
20606325658,GROUP IDESING S.A.C.,SIRIUS,REST. 5TT,000616,132400001,13/08/2026,72,122,--,Calle SAN FRANCISCO No. 376,PISCO,PISCO,ICA
20605954911,CORPORACION OLYMPUS S.A.C.,OLYMPUS,REST. 5TT,005485,132402002,16/12/2028,81,147,--,Av. ANDRÉS AVELINO CACERES MZ. G LOTE 4 SECCION 1 Lt. 4,JOSÉ LUIS BUSTAMANTE Y RIVERO,AREQUIPA,AREQUIPA
20605954911,CORPORACION OLYMPUS S.A.C.,EL ROMANO I I,REST. 5TT,001552,132402006,28/03/2029,60,128,--,GRAN CHIMU No. 626,SAN JUAN DE LURIGANCHO,LIMA,LIMA
20606278226,BABILONIA ENTERTAINMENT SAC,TRAGAMONEDAS BABILONIA,REST. 5TT,000360,132408001,--,54,143,--,"Av. LAS PALMERAS N° 4941 MZ. A-1, LOTE 8, URB. EL PARQUE DEL NARANJAL II ETAPA No. 4941",LOS OLIVOS,LIMA,LIMA
20601612209,GRUPO AF S.A.C.,ORO VERDE,REST. 5TT,001551-2024,132417001,27/03/2029,104,231,--,Av. FITZCARRALD No. 545,TAMBOPATA,TAMBOPATA,MADRE DE DIOS
20607188174,GARNIER INVERSIONES SAC,GRAN CHIMU,REST. 5TT,002183,132423002,1/12/2026,65,124,--,Av. GRAN CHIMU No. 822 - 824,SAN JUAN DE LURIGANCHO,LIMA,LIMA
20607188174,GARNIER INVERSIONES SAC,POSEIDON,REST. 5TT,001131,132423003,5/05/2027,116,272,--,Av. JOSE CARLOS MARIATEGUI No. 2581 - 2583,EL AGUSTINO,LIMA,LIMA
20607188174,GARNIER INVERSIONES SAC,NILVER,,001733,132423004,23/06/2027,54,140,--,Av. JOSE DE LA RIVA AGÜERO No. 664,EL AGUSTINO,LIMA,LIMA
20607971260,INVERSIONES GROUP GAMING S.A.C.,CAMBOYA,REST. 5TT,002266,132424003,3/08/2027,59,99,--,"Av. TUPAC AMARU 6045, MZ. Q LT. 28 No. 6045",COMAS,LIMA,LIMA
20607635260,REPRESENTACIONES PLAYA HERMOSA S.A.C.,WINDSOR,REST. 5TT,002350,132426001,16/12/2026,60,209,--,"Av. LOS INCAS S/N, Mz. X LOTE N°07 Lt. 07",MARCONA,NAZCA,ICA
20606806877,BROOKLINE GAMING S.A.C.,TRAGAMONEDAS LA RICA VICKY,REST. 5TT,001500,132438003,3/06/2027,115,288,--,Av. ANTONIO RAYMONDI No. 235,LA VICTORIA,LIMA,LIMA
20608864335,BELMAR GAMING S.A.C.,FLORIDA GAMES,REST. 5TT,1189,132466001,28/03/2028,152,273,--,Calle SARGENTO LORES No. 134,IQUITOS,MAYNAS,LORETO
20608690868,INTERGAMING PERU S.A.C.,MIDAS,,004154,132485001,29/12/2027,79,207,--,Av. JULIO C. TELLO No. 187 y Av. REVOLUCION No. 1403,COMAS,LIMA,LIMA
20609560721,INTERESTELAR ASOCIADOS SEAS S.A.C.,EL PALATINO,REST. 5TT,002642,132514001,26/06/2028,49,212,--,Calle SAN VICENTE No. 126,SAN VICENTE DE CAÑETE,CAÑETE,LIMA
20607074713,GRUPO OBELISCO S.A.C.,EL FARAON,REST. 5TT,003354-2024,132551001,24/06/2029,74,155,--,Jr. NICOLAS DE PIEROLA ESTE MZ 1L LOTE 5A Y 5 No. 112,CARABAYLLO,LIMA,LIMA
20535848611,GRUPO TESORO S.A.C.,EL TESORO,REST. 5TT,004024-2024,132556001,17/07/2029,77,151,--,Calle LOPEZ DE ZUÑIGA No. 350,CHANCAY,HUARAL,LIMA
20601383064,SUNSTAR GROUP S.A.C.,WAN WHA,REST. 5TT,320 - 2024,132564001,30/01/2029,145,447,--,Av. OSCAR R. BENAVIDES No. 4432 y Calle LUIS HURTADO No. 111,BELLAVISTA,PROV. CONST. DEL CALLAO,CALLAO
20611887621,MAGIC CENTER PERU GAMING SOCIEDAD ANONIMA CERRADA,XIRIBAYA,REST. 5TT,6058 - 2024,132629001,11/10/2029,44,134,--,"Otro José Carlos Mariátegui Mz. L, Lote 3",ILO,ILO,MOQUEGUA
20611887621,MAGIC CENTER PERU GAMING SOCIEDAD ANONIMA CERRADA,CASINO POQOMA,REST. 5TT,409 - 2025,132629003,22/01/2030,3,15,--,Jr. ZEPITA No. 426,ILO,ILO,MOQUEGUA
20611857803,AMARONE S.A.C.,RICH GAME,REST. 5TT,2602 - 2025,132632002,15/04/2030,121,291,--,Av. TOMAS VALLE No. 3435,CALLAO,PROV. CONST. DEL CALLAO,CALLAO
20611857803,AMARONE S.A.C.,EL GENIO AZUL,REST. 5TT,3300 - 2025,132632004,13/05/2030,105,286,--,Av. LIMA SUR No. 225-A,LURIGANCHO,LIMA,LIMA
20611857803,AMARONE S.A.C.,PALACIO DE ORO,REST. 5TT,2842 - 2026,132632005,24/04/2031,68,170,--,Av. SANTA ROSA MANZANA J Lt. 7,SAN MARTÍN DE PORRES,LIMA,LIMA
20611137355,CORPORACION EMPRESARIAL HOLDING S.A.C.,MOULIN ROUGE,REST. 5TT,635 - 2025,132633008,31/01/2030,188,439,--,Av. JAVIER PRADO ESTE No. 5235,LA MOLINA,LIMA,LIMA
20611137355,CORPORACION EMPRESARIAL HOLDING S.A.C.,MOULIN ROUGE,REST. 5TT,638 - 2025,132633011,31/01/2030,138,445,--,Av. VICTOR RAUL HAYA DE LA TORRE 2DO PISO No. 464,CHIMBOTE,SANTA,ÁNCASH
20611137355,CORPORACION EMPRESARIAL HOLDING S.A.C.,MAMBOS,REST. 5TT,647 - 2025,132633019,31/01/2030,188,421,--,Av. PROLONGACION BENAVIDES No. 5205,SANTIAGO DE SURCO,LIMA,LIMA
20611413271,PUCALLPA JUNGLA CLUB CASINO S.A.C.,TROPICANA,HOTEL ***,3355 - 2025,132635001,15/05/2030,119,400,--,Jr. LIBERTAD No. 781,CALLERIA,CORONEL PORTILLO,UCAYALI
20612858790,PREMIUM CAPITALS S.A.C.,SALON DE JUEGOS LUXOR,HOTEL ***,4295 - 2025,132637001,17/06/2030,57,126,--,PRÓSPERO No. 644,IQUITOS,MAYNAS,LORETO
20612858790,PREMIUM CAPITALS S.A.C.,TRAGAMONEDAS EL DORADO,HOTEL ***,6751 - 2025,132637002,19/09/2030,47,94,--,Av. JHON F. KENNEDY No. 565,JOSÉ LEONARDO ORTIZ,CHICLAYO,LAMBAYEQUE
20612140465,ENTRETENIMIENTOS E INVERSIONES MARSELLA S.A.C.,SLOT SAN FELIPE III,REST. 5TT,6161 - 2025,132638003,4/09/2030,82,234,--,Jr. MANUEL RUIZ No. 347 - 349,CHIMBOTE,SANTA,ÁNCASH
20606848871,SLOTS WORLD S.A.C.,FLOWERS,REST. 5TT,6169 - 2025,132642001,3/09/2030,49,122,--,Av. CANTO GRANDE No. 2366 - 2368,SAN JUAN DE LURIGANCHO,LIMA,LIMA
20606848871,SLOTS WORLD S.A.C.,SUITE HOTEL GRAU,HOTEL ***,6633 - 2025,132642002,19/09/2030,64,141,--,Av. GRAU No. 363 y Psje. CERRO AZUL No. 164,ICA,ICA,ICA
20606858516,VRAE SLOT SOCIEDAD ANONIMA CERRADA,CUZCO,HOTEL ***,6171 - 2025,132643001,2/09/2030,80,198,--,Jr. HUÁNUCO No. 614,HUANUCO,HUÁNUCO,HUÁNUCO
20522110699,INVERGESS S.R.L.,RIVAAGUERO I I,REST. 5TT,7174 - 2025,132644002,2/10/2030,59,186,--,Av. JOSE DE LA RIVA AGUERO No. 1302 - 1304,EL AGUSTINO,LIMA,LIMA
20614389347,CORPORACION V & V ENTRETENIMIENTO S.A.C.,ORO NEGRO,REST. 5TT,6991 - 2025,132645001,30/09/2030,79,182,--,Psje. LA BANDERA MZ. C7 - EX. ZONA COMERCIAL Lt. 10,VENTANILLA,PROV. CONST. DEL CALLAO,CALLAO
20614053845,MASTER INVERSIONES SOCIEDAD ANONIMA CERRADA,SUNSET,REST. 5TT,7394 - 2025,132647001,7/10/2030,70,111,--,Jr. MARISCAL LAS HERAS No. 252,LINCE,LIMA,LIMA
20614678934,DREAMS NEW YORK S.A.C.,NEW YORK CITY,REST. 5TT,9237 - 2025,132649001,3/12/2030,387,913,--,Av. PERSHING No. 610 - 612,MAGDALENA DEL MAR,LIMA,LIMA
20614679078,CASINOS INDEPENDENCIA S.A.C.,PACHANGA,REST. 5TT,129 - 2026,132653001,16/01/2031,236,533,--,"Av. CARLOS IZAGUIRRE, LOTE 24 Mz. C",INDEPENDENCIA,LIMA,LIMA
20305556786,GAMING AND SERVICES S.A.C.,SOL Y LUNA,,578 - 2026,140032015,4/02/2030,68,174,--,Jr. DEUSTUA No. 323,PUNO,PUNO,PUNO
20305556786,GAMING AND SERVICES S.A.C.,SALA CRAZY LIBERTY,,003407 - 2017,140032025,4/11/2026,173,403,--,Av. AVIACION No. 3424 - 3430,SAN BORJA,LIMA,LIMA
20301947641,YONS BROTHER SRLTDA.,LUCKY CHERRY,,001184 - 2024,140102001,11/03/2028,146,424,--,Jr. UCAYALI No. 741 - 747,LIMA,LIMA,LIMA
20559882420,RIMELD S.A.C.,SALA DE JUEGOS ESPAÑA,,2145 - 2024,140123001,29/04/2028,57,135,--,Av. ESPAÑA No. 2245,TRUJILLO,TRUJILLO,LA LIBERTAD
20559882420,RIMELD S.A.C.,TGM 777,,1259 - 2024,140123002,13/03/2028,55,127,--,Av. CESAR VALLEJO No. 219,TRUJILLO,TRUJILLO,LA LIBERTAD
20333610842,JUEGOS Y ENTRETENIMIENTOS S.A.,CIRCUS CIRCUS,,782,140125002,--,176,883,--,Av. NICOLAS AYLLON (EX CARRETERA CENTRAL) 1° PISO No. 5101 - 5103,ATE,LIMA,LIMA
20503322251,GAMES AND SERVICES S.A.C,JUEGOS Y DIVERSIONES ORIENTAL,,4646 - 2025,140181002,27/06/2030,90,331,--,Calle FRANCISCO No. 181-A No. 181,PISCO,PISCO,ICA
20473452198,ASPEN INTERNATIONAL S.A.C.,HARUMI VI,,1628,140383006,--,42,70,--,Av. GERARDO UNGER No. 1685-A,SAN MARTÍN DE PORRES,LIMA,LIMA
20486229684,SUN INVERSIONES S.A.C.,SAN JUAN II,,002127-2026,140407013,14/08/2029,203,673,--,Av. SAN MARTIN MZ. K-1 Lt. 27 - 28,SAN JUAN DE LURIGANCHO,LIMA,LIMA
20508585293,INVERSIONES RECREATIVOS GUERRERO S.A.C.,LOS FARAONES,,4228 - 2026,140526005,12/06/2030,120,228,--,Av. FITZCARRALD No. 651,TAMBOPATA,TAMBOPATA,MADRE DE DIOS
20509252000,MILLENNIUM GAME S.A.C.,SALA DE JUEGOS WINGS,,2508 - 2025,140547004,8/04/2029,118,273,--,Av. LAS VIOLETAS No. 796,INDEPENDENCIA,LIMA,LIMA
