Ruc,Empresa,Establecimiento,Giro,Resolución,Código Sala,Vigencia,Máq.,Memoria,Mesas,Dirección,Distrito,Provincia,Departamento
20608690868,INTERGAMING PERU S.A.C.,LA VICTORIA,,000109-2024,142485002,13/01/2029,86,242,--,Av. MANCO CÁPAC No. 591,LA VICTORIA,LIMA,LIMA
20609972981,GRUPHO RICARD S.A.C.,LA PERLA DEL SUR,,6404 - 2025,142510003,10/09/2030,40,143,--,Av. ALMIRANTE MIGUEL GRAU No. 1000 - 1006,CALLAO,PROV. CONST. DEL CALLAO,CALLAO
20610360905,DAENERYS ASOCIADOS S.A.C.,SALA DE JUEGOS BONANZA,,000410,142537001,2/02/2029,102,1735,--,Calle DERECHA No. 634,HUARAL,HUARAL,LIMA
20608654233,VANADIO S.A.C.,FLAMENCO DE ORO II,,000191-2024,142545001,17/01/2029,84,120,--,Av. ISABEL LA CATÓLICA No. 1643 - 1653,LA VICTORIA,LIMA,LIMA
20608654233,VANADIO S.A.C.,IMPERIAL ROYAL IV,,001979-2024,142545002,18/04/2029,117,198,--,Jr. RAYMONDI No. 496 y Jr. TACNA No. 671,CALLERIA,CORONEL PORTILLO,UCAYALI
20608654233,VANADIO S.A.C.,FLAMENCO DE ORO V,,000321,142545003,30/01/2029,30,34,--,Jr. LAMBAYEQUE No. 127,AGUAS VERDES,ZARUMILLA,TUMBES
20603861061,LI GAMING SOCIEDAD ANONIMA CERRADA LI GAMING S.A.C.,CUZCO,,5068,142559003,24/11/2028,84,260,--,Jr. CUZCO No. 600,LIMA,LIMA,LIMA
20603861061,LI GAMING SOCIEDAD ANONIMA CERRADA LI GAMING S.A.C.,TACNA I,,604 - 2024,142559005,8/02/2029,112,229,--,Av. EMANCIPACION No. 478 y Av. TACNA No. 473 - 475 - 477,LIMA,LIMA,LIMA
20603861061,LI GAMING SOCIEDAD ANONIMA CERRADA LI GAMING S.A.C.,SAN JUAN,,5147,142559006,29/11/2028,103,250,--,Av. PROCERES DE LA INDEPENDENCIA No. 2099,SAN JUAN DE LURIGANCHO,LIMA,LIMA
20603861061,LI GAMING SOCIEDAD ANONIMA CERRADA LI GAMING S.A.C.,HUANUCO,,1414 - 2024,142559007,22/03/2029,109,248,--,Jr. PROLONGACION HUANUCO No. 1548 - 1550,LA VICTORIA,LIMA,LIMA
20611765917,CORPORACION GOLDEN GAMING S.A.C.,EL FARAON,,5084 - 2024,142626001,29/08/2029,126,322,--,Av. PROCERES DE LA INDEPENDENCIA No. 2801 - 2803,SAN JUAN DE LURIGANCHO,LIMA,LIMA
20611887621,MAGIC CENTER PERU GAMING SOCIEDAD ANONIMA CERRADA,TROPICALISIMA,,7489 - 2024,142629002,11/12/2029,102,249,--,Jr. ZEPITA No. 318,ILO,ILO,MOQUEGUA
20611857803,AMARONE S.A.C.,TRAGAMONEDAS DUEÑAS,,2623 - 2025,142632003,15/04/2030,128,334,--,Av. PERU No. 1809 - 1817,SAN MARTÍN DE PORRES,LIMA,LIMA
20611857803,AMARONE S.A.C.,TREBOL SLOT,,4522 - 2026,142632006,24/06/2031,89,254,--,Jr. HUMBOLT No. 1572,LA VICTORIA,LIMA,LIMA
20611137355,CORPORACION EMPRESARIAL HOLDING S.A.C.,ISLA DEL TESORO,,627 - 2025,142633001,31/01/2030,135,372,--,Av. SAN MARTIN No. 680,TACNA,TACNA,TACNA
20611137355,CORPORACION EMPRESARIAL HOLDING S.A.C.,KEOPS,,628 - 2025,142633002,31/01/2030,276,612,--,Jr. FRANCISCO PIZARRO No. 611 - 615 - 619 - 625,TRUJILLO,TRUJILLO,LA LIBERTAD
20611137355,CORPORACION EMPRESARIAL HOLDING S.A.C.,WINMEIER-SLOTS,,629 - 2025,142633003,31/01/2030,283,726,--,Av. FRANCISCO BOLOGNESI No. 756,CHICLAYO,CHICLAYO,LAMBAYEQUE
20611137355,CORPORACION EMPRESARIAL HOLDING S.A.C.,SOLID GOLD,,630 - 2025,142633004,31/01/2030,119,352,--,Av. SALAVERRY No. 275,CHICLAYO,CHICLAYO,LAMBAYEQUE
20611137355,CORPORACION EMPRESARIAL HOLDING S.A.C.,LA CASCADA,,631 - 2025,142633005,31/01/2030,150,323,--,Av. TUNES NORTE No. 278 y Jr. SIMON BOLIVAR No. 289,TUMBES,TUMBES,TUMBES
20611137355,CORPORACION EMPRESARIAL HOLDING S.A.C.,MIAMI I,,633 - 2025,142633006,31/01/2030,159,413,--,Av. MANUEL RUIZ No. 368 - 382,CHIMBOTE,SANTA,ÁNCASH
20611137355,CORPORACION EMPRESARIAL HOLDING S.A.C.,LAS MUSAS,,634 - 2025,142633007,31/01/2030,190,389,--,Calle LOS FAIQUES No. 101,CHICLAYO,CHICLAYO,LAMBAYEQUE
20611137355,CORPORACION EMPRESARIAL HOLDING S.A.C.,MANTRA,,636 - 2025,142633009,31/01/2030,194,479,--,Av. 28 DE JULIO No. 224 - 226,HUACHO,HUAURA,LIMA
20611137355,CORPORACION EMPRESARIAL HOLDING S.A.C.,GANGAS,,637 - 2025,142633010,31/01/2030,92,212,--,Jr. GAMARRA No. 569 - 575,TRUJILLO,TRUJILLO,LA LIBERTAD
20611137355,CORPORACION EMPRESARIAL HOLDING S.A.C.,ALLEGRO,,639 - 2025,142633012,31/01/2030,126,351,--,Av. GRAU No. 559,PIURA,PIURA,PIURA
20611137355,CORPORACION EMPRESARIAL HOLDING S.A.C.,EL POLO SLOTS,,640 - 2025,142633013,31/01/2030,77,141,--,"Av. LA ENCALADA, TIENDA D-105, D-102, S-103 Y S-107 C.C. EL POLO HUNT No. 1415 - 1587",SANTIAGO DE SURCO,LIMA,LIMA
20611137355,CORPORACION EMPRESARIAL HOLDING S.A.C.,MOULIN ROUGE,,642 - 2025,142633015,31/01/2030,179,550,--,Jr. MARISCAL ORBEGOSO No. 524,TRUJILLO,TRUJILLO,LA LIBERTAD
20611137355,CORPORACION EMPRESARIAL HOLDING S.A.C.,BALTA SLOTS,,644 - 2025,142633016,31/01/2030,123,325,--,Av. JOSE BALTA No. 525 - 535,CHICLAYO,CHICLAYO,LAMBAYEQUE
20611137355,CORPORACION EMPRESARIAL HOLDING S.A.C.,EXCALIBUR,,645 - 2025,142633017,31/01/2030,311,1043,--,Av. FRANCISCO PIZARRO No. 657,TRUJILLO,TRUJILLO,LA LIBERTAD
20611137355,CORPORACION EMPRESARIAL HOLDING S.A.C.,CASINOBAGDAD,,646 - 2025,142633018,31/01/2030,154,370,--,Jr. ELIAS AGUIRRE No. 498 y Jr. JUAN CUGLIEVAN No. 685 - 691,CHICLAYO,CHICLAYO,LAMBAYEQUE
20611137355,CORPORACION EMPRESARIAL HOLDING S.A.C.,DAMASCO,,648 - 2025,142633020,31/01/2030,374,976,--,Av. SAN MARTIN No. 577 - 597,TACNA,TACNA,TACNA
20611137355,CORPORACION EMPRESARIAL HOLDING S.A.C.,STAR,,650 - 2025,142633021,31/01/2030,115,404,--,Jr. LUIS JOSE DE ORBEGOSO No. 554 - 558,TRUJILLO,TRUJILLO,LA LIBERTAD
20611137355,CORPORACION EMPRESARIAL HOLDING S.A.C.,MEGA,,651 - 2025,142633022,31/01/2030,210,586,--,"Av. ALFREDO MENDIOLA MZ. A, LOTES 19 Y 20 Mz. A",INDEPENDENCIA,LIMA,LIMA
20612140465,ENTRETENIMIENTOS E INVERSIONES MARSELLA S.A.C.,SLOTS SAN FELIPE I,,5551 - 2025,142638001,12/08/2030,226,520,--,Av. VICTOR RAÚL HAYA DE LA TORRE No. 522 - 528 - 540,CHIMBOTE,SANTA,ÁNCASH
20612140465,ENTRETENIMIENTOS E INVERSIONES MARSELLA S.A.C.,SLOTS SAN FELIPE II,,5652 - 2025,142638002,12/08/2030,117,268,--,Av. PACIFICO MZ. A Lt. 3,NUEVO CHIMBOTE,SANTA,ÁNCASH
20612612022,KASGAN S.A.C.,HUAYLAS,,5744 - 2025,142639001,14/08/2030,120,276,--,Av. HUAYLAS No. 442 - 444 - 446,CHORRILLOS,LIMA,LIMA
20611795221,RALLY GAMING S.A.C.,COLIBRÍ,,6159 - 2025,142641001,2/09/2030,98,281,--,Jr. LIMA No. 552,NASCA,NAZCA,ICA
20611795221,RALLY GAMING S.A.C.,REAL PALACE,,6518 - 2025,142641002,12/09/2030,112,281,--,Calle PLAZA DE ARMAS No. 314,CHINCHA ALTA,CHINCHA,ICA
20522110699,INVERGESS S.R.L.,ATLANTIS I,,6632 - 2025,142644001,19/09/2030,144,460,--,Av. JOSÉ DE LA RIBA AGÜERO No. 1434,EL AGUSTINO,LIMA,LIMA
20604363978,CORPORACION SUFFO S.A.C.,TRAGAMONEDAS SALAMANCA,,7306 - 2025,142646001,7/10/2030,104,304,--,Calle LOS AYMARAS No. 150,ATE,LIMA,LIMA
20536677161,LUCKY GAMING S.A.C.,LUCKY CHERRY UNIÓN,,8090 - 2025,142648001,29/10/2030,128,199,--,Jr. DE LA UNION No. 869 - 879,LIMA,LIMA,LIMA
20614547601,DIAMOND SLOTS GROUP SOCIEDAD ANONIMA CERRADA,GIRASOL,,9500 - 2025,142650001,15/12/2030,129,572,--,Av. SAN JUAN No. 1058,SAN JUAN DE MIRAFLORES,LIMA,LIMA
20612236110,INVERT SLOT FAIN S.A.C.,TEXAS,,9840 - 2025,142651001,29/12/2030,64,187,--,Av. MICAELA BASTIDAS No. 382,PICHANAQUI,CHANCHAMAYO,JUNÍN
20615171035,IMPERIUM BET S.A.C.,OCEAN,,3455 - 2026,142655001,15/05/2031,88,254,--,Av. MANCO CAPAC No. 107 - 107 - 109 - 109,LA VICTORIA,LIMA,LIMA
20265815830,CORPORACION TURISTICA PERUANA S.A.C.,ATLANTIC CITY,REST. 5TT,5362,210019051,21/01/2028,--,--,34,ALFREDO BENAVIDES No. 430,MIRAFLORES,LIMA,LIMA
20305556786,GAMING AND SERVICES S.A.C.,FANTASTIC CASINO,HOTEL *****,3066,210032051,19/01/2027,--,--,18,Av. MALECON DE LA RESERVA No. 615,MIRAFLORES,LIMA,LIMA
20305556786,GAMING AND SERVICES S.A.C.,MIAMI CASINO,REST. 5TT,3643,210032052,24/08/2027,--,--,11,Av. LA MARINA No. 1725 - 1729,SAN MIGUEL,LIMA,LIMA
20305556786,GAMING AND SERVICES S.A.C.,CRAZY CASINO,REST. 5TT,2149,210032053,26/05/2028,--,--,7,Av. Aviación No. 3424-3430,SAN BORJA,LIMA,LIMA
20145118493,GOLDEN GAMING S.A.,CASINO LA HACIENDA,HOTEL ****,1563 - 2025,210033051,7/03/2029,--,--,12,Av. 28 DE JULIO No. 531,MIRAFLORES,LIMA,LIMA
20346662612,GOLDEN INVESTMENT S.A.,CASINO GOLDEN PALACE,REST. 5TT,4436 - 2024,210034051,2/08/2028,--,--,30,Av. REPUBLICA DE PANAMA No. 3155 - 3165,SAN ISIDRO,LIMA,LIMA
20334620183,SUN NIPPON COMPANY S.A.C.,FIESTA CASINO LUXOR,REST. 5TT,1649 - 2024,210510051,5/04/2028,--,--,8,Av. PRIMAVERA No. 1500,SANTIAGO DE SURCO,LIMA,LIMA
20515469380,RECREATIVOS EL GALEON S.A.C.,PACHANGA,REST. 5TT,1297,210805051,5/07/2027,--,--,7,Av. AVIACION No. 2424 - 2428,SAN BORJA,LIMA,LIMA
20513020792,NEWPORT CAPITAL S.A.C.,HELLO HOLLYWOOD,REST. 5TT,2032,210868052,7/03/2028,--,--,12,Av. La Marina No. 2159,SAN MIGUEL,LIMA,LIMA
20546406688,EGASA PERU S.A.C.,CASINO LUCKIA,REST. 5TT,3176,211516051,26/07/2027,--,--,16,"Av. ALFREDO MENDIOLA, INTERIOR A-12 C.C. MEGA PLAZA No. 3698",INDEPENDENCIA,LIMA,LIMA
20545188202,ABSOLUTE GAMES S.A.C.,LUCKIA,REST. 5TT,819 - 2024,211544051,20/02/2028,--,--,12,Av. LA MARINA No. 662 y Calle SANTA CECILIA No. 107 - 119,PUEBLO LIBRE,LIMA,LIMA
20614106884,CASINO EMPERADOR REY MAX FAURA I SOCIEDAD ANONIMA CERRADA,REY MIDAS,REST. 5TT,5958 - 2025,212640001,22/08/2030,--,--,7,Jr. Dos de Mayo No. 1095,HUANUCO,HUÁNUCO,HUÁNUCO
20611137355,CORPORACION EMPRESARIAL HOLDING S.A.C.,WIN & WIN,REST. 5TT,632 - 2025,232633001,31/01/2030,--,--,17,"Av. LA ENCALADA NROS 1415-1587 TIENDAS D-102, D-105, S-103, S-107 No. 1415 - 1587",SANTIAGO DE SURCO,LIMA,LIMA
20611137355,CORPORACION EMPRESARIAL HOLDING S.A.C.,WIN & WIN CASINO,HOTEL ****,643 - 2025,232633002,31/01/2030,--,--,8,Av. FRANCISCO BOLOGNESI No. 756,CHICLAYO,CHICLAYO,LAMBAYEQUE
20614678934,DREAMS NEW YORK S.A.C.,NEW YORK CASINO,REST. 5TT,9282 - 2025,232649001,5/12/2030,--,--,18,Av. PERSHING No. 610 - 612,MAGDALENA DEL MAR,LIMA,LIMA
